METRIC_ID,METRIC_NAME,REPORT_NAME,count,total_hours,metric_category
34160.0,Patient List printed,,21478,14.5720178174972,NULL
17008.0,Report with patient data viewed,BW IP NURSING TUBE DRAIN CARE EXISTING TUBES AND DRAINS ORDER REPORT,3172,13.8578713300493,Chart Review
17210.0,Child order released for a procedure order,,2384,13.5978489555252,Order Entry
72011.0,Documents tab accessed in Care Everywhere activity,,4233,13.526253639592,Chart Review
34119.0,Orders section accessed,,2881,13.393113392459,Order Entry
17228.0,Chart Review Encounter report viewed,OR Perioperative Record,1924,13.1207529629601,Chart Review
17008.0,Report with patient data viewed,IP Peds/Newborn/NICU Nursing Clinical Overview,9930,13.0477678200933,Chart Review
17008.0,Report with patient data viewed,MR Encounter Care Team Hover,1891,12.954298010932,Chart Review
17008.0,Report with patient data viewed,IP Patient Header Infection,1951,12.865812950664,Chart Review
60012.0,Clinical Note Signed,Subjective & Objective,5371,12.8655537957615,Note Entry
17008.0,Report with patient data viewed,IP FLOWSHEET REPORT DOCKED DETAILS REPORT,3410,12.8226806036631,Chart Review
17008.0,Report with patient data viewed,BW ED Single Order Results,3382,12.3574722833103,Chart Review
17008.0,Report with patient data viewed,BW MEDD Report,1105,12.3001068353652,Chart Review
17008.0,Report with patient data viewed,IP Physician Sidebar LDAs,1273,12.2185171238581,Chart Review
17008.0,Report with patient data viewed,ED Storyboard Vitals Hover Bubble,1186,11.7746198413107,Chart Review
17008.0,Report with patient data viewed,OR Signed and Held Orders,3172,11.7356512056456,Chart Review
17030.0,Chart Review Media tab selected,,4246,11.6676988715595,Chart Review
17227.0,Chart Review Note report viewed,Nursing Note,3871,11.6426850965287,Note Review
94009.0,Patient photo viewed,,15386,11.5949548914697,Chart Review
17008.0,Report with patient data viewed,HIM DEF COMPLETION CENTER DEFICIENCY DETAILS,5935,11.498751302825,Chart Review
17008.0,Report with patient data viewed,ED NoteWriter Nursing,897,11.386255182955,Chart Review
20003.0,App Report Viewed,,4258,11.177707871596,Chart Review
17008.0,Report with patient data viewed,IP Admission Status,2714,11.1757702165179,Chart Review
,Bilirubin viewed,,965,11.0924329853057,Results Review
17008.0,Report with patient data viewed,IP ICU Labs Overview,1819,10.9674286704593,Chart Review
,Eye exam accessed,,728,10.6446827597088,Chart Review
72009.0,Home tab accessed in Care Everywhere activity,,6221,10.3602606140242,Chart Review
17008.0,Report with patient data viewed,IP Patient Header Problem List,1330,10.1919647844632,Chart Review
17008.0,Report with patient data viewed,OR POST-OP CALL UPCOMING CASES AND APPTS,1680,10.1814010702239,Chart Review
17008.0,Report with patient data viewed,MR NOTEWRITER NOTES,1230,9.83661859353383,Chart Review
17008.0,Report with patient data viewed,IP Blood Transfusion Summary,2005,9.74595544868045,Chart Review
17227.0,Chart Review Note report viewed,Op Note,957,9.63031563970777,Note Review
17381.0,BestPractice Advisories acknowledged,,6201,9.52188097715377,BPA
17319.0,Alternative selection form aborted,,791,9.52156131876839,NULL
17623.0,Communication Management accessed,,7165,9.38132016923692,Inbox
,Level of Service modified,,1550,9.23850263701544,Note Entry
94023.0,Report viewed,Telephone Encounter,2410,9.05655141247643,Chart Review
60010.0,Pend clinical note,Anesthesia Preprocedure Evaluation,1185,8.92364984432856,Note Entry
17320.0,Alternative orders not taken and original order placed,,657,8.91751461161507,Order Entry
48033.0,Med warning displayed,,6591,8.85158143997192,BPA
17008.0,Report with patient data viewed,IP Patient Header Precaution Orders,993,8.84738128821055,Chart Review
94024.0,Medications viewed,,28044,8.70137550963295,Chart Review
17008.0,Report with patient data viewed,OB Pregnancy Episode,652,8.60744911617703,Chart Review
17008.0,Report with patient data viewed,IMMUNIZATION HISTORY NEW1(HTML),1080,8.59026663674248,Chart Review
94500.0,Mobile session created,,14087,8.56869144095314,NULL
17008.0,Report with patient data viewed,Rx ordering instructions cefepime,3181,8.55586797316869,Chart Review
,Active Guidelines web integration record accessed,,566,8.5312670914332,NULL
17227.0,Chart Review Note report viewed,ED Re-evaluation Note,1609,8.37286575953165,Note Review
17227.0,Chart Review Note report viewed,Anesthesia Preprocedure Evaluation,1457,8.34295458210839,Note Review
17008.0,Report with patient data viewed,IP AVS,914,8.3350421335962,Chart Review
17008.0,Report with patient data viewed,IP Current IP Meds,2823,8.30291712601979,Chart Review
17008.0,Report with patient data viewed,IP Labs Unresulted,17989,8.27541480170355,Chart Review
17146.0,Image imported,,770,8.2562655989329,NULL
17008.0,Report with patient data viewed,BW VENT REPORT,1598,8.10492863178253,Chart Review
17824.0,Care Teams modified,,4173,8.0128315284517,NULL
17008.0,Report with patient data viewed,Orthopaedics SnapShot,534,7.97136474741829,Chart Review
17228.0,Chart Review Encounter report viewed,Encounter: Conversation,1345,7.6912623975012,Chart Review
17233.0,Chart Review Media report viewed,HIM MEDIA REPORT,12577,7.45093188020918,Chart Review
94023.0,Report viewed,Significant Event,1086,7.29921832429038,Chart Review
17227.0,Chart Review Note report viewed,Procedures,1963,7.2669381181399,Note Review
17008.0,Report with patient data viewed,IP Active Orders Report,1693,7.12690448628531,Chart Review
34110.0,Inpatient Synopsis activity accessed,,703,7.09471117337544,Navigator
17008.0,Report with patient data viewed,OB Delivery Summary,712,6.97172426064809,Chart Review
,Medication taking status modified,,2280,6.96764235549502,Order Entry
17008.0,Report with patient data viewed,HP Storyboard - Care Gaps Row Hoverbubble,1075,6.86728529877132,Chart Review
17008.0,Report with patient data viewed,CE STORYBOARD HOVER BUBBLE REPORT,1202,6.816711499691,Chart Review
15629.0,Patient communication preferences subcomponent,,1832,6.79682468997107,Chart Review
34099.0,Secure chat activity accessed,,1472,6.78769008504019,Inbox
94023.0,Report viewed,CTO PATIENT ALLERGIES REPORT,1019,6.77908119519551,Chart Review
,LOS task accessed,,1845,6.708824798531,NULL
60010.0,Pend clinical note,H&P,3636,6.69123150640063,Note Entry
15604.0,Patient Emergency contacts grid accessed,,9823,6.61971432738834,Chart Review
17007.0,Report viewed for an order,MR Meds Adherence Overview,775,6.61666854275597,Note Review
17008.0,Report with patient data viewed,IP LDA Active and Removed,729,6.42402027951346,Chart Review
49040.0,Clinical References viewed,,579,6.36194385051727,NULL
94023.0,Report viewed,Discharge Summary,609,6.10606820583343,Chart Review
17008.0,Report with patient data viewed,IP Pediatric Comprehensive Flowsheet,701,6.07456604162851,Chart Review
17008.0,Report with patient data viewed,SINCE LAST VISIT PAF HOVER BUBBLE REPORT,623,6.05378363609314,Chart Review
17234.0,Chart Review Order report viewed,FS AMB ORDER REPORT HYPERLINK - DYNAMIC,1896,5.93284977462556,Chart Review
17008.0,Report with patient data viewed,IP Apnea and Bradycardia Report,798,5.90223221143086,Chart Review
60011.0,Save clinical note,Hospital Course,11130,5.87903721279568,Note Entry
17008.0,Report with patient data viewed,History: Default Activity Report (Rich Text),6319,5.84898435804579,Chart Review
60012.0,Clinical Note Signed,H&P,3747,5.77909395509295,Note Entry
17008.0,Report with patient data viewed,IP LDA Documentation,744,5.74685401651594,Chart Review
17008.0,Report with patient data viewed,AN Relevant Encounters,1965,5.74405608707004,Chart Review
17201.0,Medication List reviewed,,2946,5.6702092663447,Order Entry
94023.0,Report viewed,HKU ROUNDING REPORT W HANDOFF,639,5.63908607668346,Chart Review
34246.0,Sign In modified,,6240,5.5524020409584,NULL
17234.0,Chart Review Order report viewed,CV FS ORDER REPORT HYPERLINK - DYNAMIC,1034,5.45206533352533,Chart Review
17239.0,Note printed from Chart Review,H&P,532,5.43103966050677,NULL
94023.0,Report viewed,Nursing Note,1178,5.39498884942796,Chart Review
60010.0,Pend clinical note,Discharge Summary,3566,5.22866367260615,Note Entry
17234.0,Chart Review Order report viewed,IP NEURO RESULT REPORT CHART REVIEW,793,5.19586947335137,Chart Review
17008.0,Report with patient data viewed,IP Intake Output,791,5.1804202138053,Chart Review
17227.0,Chart Review Note report viewed,ED Notes,3020,5.17756892389721,Note Review
17008.0,Report with patient data viewed,IP Patient Header Isolation,774,5.15797896411683,Chart Review
17008.0,Report with patient data viewed,RX ALBUMIN ORDER INSTRUCTIONS,1841,5.09766668611102,Chart Review
17008.0,Report with patient data viewed,IP ORD MANAGE HOME MEDS,10471,5.08182480096817,Chart Review
60010.0,Pend clinical note,ED Provider Notes,3838,5.01883503278096,Note Entry
94023.0,Report viewed,ED Provider Notes,454,5.01599269707997,Chart Review
60005.0,View clinical notes section,Discharge Summary,2372,4.98540979862213,Note Review
17278.0,Order Review activity accessed,,10666,4.96412206888198,Order Entry
,Medications activity accessed,,593,4.94038137250476,Order Entry
,Snapboard report run,,854,4.92148383855819,Navigator
17325.0,Episode viewed,,1198,4.87699956973393,Chart Review
49041.0,Clinical References accepted,,619,4.64215542660819,NULL
17008.0,Report with patient data viewed,Order Report,571,4.63028891324996,Chart Review
17227.0,Chart Review Note report viewed,ED Procedure Note,2298,4.61998955594168,Note Review
60010.0,Pend clinical note,Telephone Encounter,1541,4.60440218713548,Note Entry
17008.0,Report with patient data viewed,IP Provider Notes,1176,4.59189534266789,Chart Review
17008.0,Report with patient data viewed,IP URO Clinical Overview,571,4.58384074105156,Chart Review
,Image Selector tab opened,,369,4.44260998778873,NULL
17227.0,Chart Review Note report viewed,Medical Student,634,4.43498342408074,Note Review
17228.0,Chart Review Encounter report viewed,rxamb Refill Encounter Review Report,1787,4.34313363446129,Chart Review
,Visit Navigator Flowsheet section viewed,,1563,4.27131242089801,Navigator
17008.0,Report with patient data viewed,IP Therapy/Clerk/Case Management Clinical Overview,1434,4.25525471157497,Chart Review
17008.0,Report with patient data viewed,RECENT RESULTS PAF HOVER BUBBLE REPORT,619,4.21223276217778,Chart Review
17664.0,Synopsis activity accessed,ONCBCN Synopsis Labs - Hematology,352,4.14197047710418,Navigator
17008.0,Report with patient data viewed,,605,4.12218160443835,Chart Review
,Patient Goals accessed,,767,4.04308412048551,NULL
17008.0,Report with patient data viewed,MR STORYBOARD CHIEF COMPLAINT HOVER BUBBLE,408,3.98353318638271,Chart Review
19019.0,Potential Duplicates checked,,8808,3.96334697431988,NULL
94027.0,Mobile platform opened patient,,28765,3.95245344373914,NULL
17117.0,SmartSets activity selected,,12047,3.90213186793857,NULL
17008.0,Report with patient data viewed,AN History Report,1621,3.87557641320758,Chart Review
17228.0,Chart Review Encounter report viewed,BW Encounter: Orders Only with Scans,2149,3.87402604103088,Chart Review
17008.0,Report with patient data viewed,BW Result Report: Lab Integrated Result Template,18170,3.85867090331183,Chart Review
17008.0,Report with patient data viewed,Rx ordering instructions meropenem,1300,3.85746395428975,Chart Review
17008.0,Report with patient data viewed,AMB Current Meds and Allergies,678,3.83695731295479,Chart Review
94011.0,Encounter List viewed,,1169,3.72674145460128,NULL
17075.0,Allergies reviewed,,2510,3.68001584132512,Order Entry
34097.0,Secure chat conversation opened,,1543,3.67168650229771,Inbox
17008.0,Report with patient data viewed,OB Mother Hover Information,901,3.65602162467108,Chart Review
17664.0,Synopsis activity accessed,AMB Synopsis Adult Timeline,1825,3.64645528528425,NULL
60010.0,Pend clinical note,,2255,3.63887540896733,Note Entry
17008.0,Report with patient data viewed,rx ketorolac split screen,1384,3.63463656584421,Chart Review
72010.0,Summary tab accessed in Care Everywhere activity,,1304,3.59359242359797,Chart Review
14500.0,External web page accessed,,589,3.58492962148454,NULL
17008.0,Report with patient data viewed,Rx ordering instructions cefazolin,1050,3.58052093082004,Chart Review
94023.0,Report viewed,Procedures,758,3.55238611274295,Chart Review
17008.0,Report with patient data viewed,Rx Antimicrobial Monitoring,649,3.5238019267718,Chart Review
,Problem List reviewed,,2464,3.51404808256361,Chart Review
20607.0,Storyboard viewed,ONC Inpatient Oncology Physician Storyboard,3586,3.48226186752319,Navigator
17008.0,Report with patient data viewed,IP ORD MANAGE ORDERS NEEDING COSIGN,1455,3.47666792525185,Chart Review
17008.0,Report with patient data viewed,ACCORDION RESULT DETAIL REPORT,334,3.46456061204274,Chart Review
17008.0,Report with patient data viewed,CE DEFAULT HOVER BUBBLE REPORT,502,3.44602286789152,Chart Review
,Flowsheets activity selected,,434,3.38144182735019,Chart Review
17008.0,Report with patient data viewed,AMB HOME MEDS (NAVIGATOR) - NO ACTIVE,1040,3.34450404776467,Chart Review
17227.0,Chart Review Note report viewed,Pre-Procedure Instructions,2136,3.33411933342615,Note Review
17008.0,Report with patient data viewed,BW ACTIVITY ORDERS REPORT,549,3.33021287467744,Chart Review
17171.0,Document viewed,,352,3.31458821455637,Chart Review
17234.0,Chart Review Order report viewed,BW Pathology Results,774,3.29427905744976,Results Review
17227.0,Chart Review Note report viewed,Post-Procedure Note,612,3.28636476728651,Note Review
17008.0,Report with patient data viewed,IP PT Overview,324,3.24773132960001,Chart Review
,Chart Review Referral report viewed,BW AMB REFERRAL REPORT - RFL (HTML),526,3.23452907058927,Chart Review
20607.0,Storyboard viewed,AN Anesthesia Storyboard,4792,3.22900985664791,Navigator
,Chart Review Referrals tab selected,,786,3.20419999996821,Chart Review
17227.0,Chart Review Note report viewed,ED Pre-Arrival Note,634,3.18449794001049,Note Review
34707.0,Flowsheet accepted,,3231,3.18393866962856,Chart Review
17239.0,Note printed from Chart Review,Progress Notes,250,3.15238954676522,NULL
,OR report viewed,OR Prov Sched Case Report,503,3.12647695885764,NULL
60012.0,Clinical Note Signed,Anesthesia Preprocedure Evaluation,1157,3.07768083122041,Note Entry
17008.0,Report with patient data viewed,RAD Results Report,26976,2.97846612321005,Chart Review
94014.0,Notes Entry accessed,,1197,2.97515947792265,Note Entry
17126.0,Allergies activity accessed,,1000,2.93932835472954,NULL
,Patient Sidebar report accessed,Patient Sidebar Details (w/o Visit Acct),290,2.90846313820944,NULL
